tweet_id,text,airline_sentiment
568517565548339200,"@VirginAmerica
wjere is our luggage #so slow at lax",negative
569662471213948928,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.,negative
568813570709782529,@united just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now,neutral
570244910563110912,@AmericanAir I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked,negative
569571938819055617,@JetBlue if my flight was delayed can I show up at the airport with the appropriate amount of time for the delay or do I have to go on time?,negative
569495664729726976,@USAirways GF was on hold for 4 hours and call was dropped!!! HELP!!!!! Need a flight!!!,negative
568919673548337152,@USAirways I did &amp; was told I asked to many questions. bag might still be on flight 413. Should be easy to check when it lands in Seattle.,negative
568849739346608128,@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign,negative
570105020999344128,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,positive
568270132956409857,@united did I win :),positive
568643981258723328,@USAirways I have been on three planes for flight 1907 and still haven't left the ground BAD SERVICE #sad,negative
569858012967542786,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,negative
567827255088390144,@SouthwestAir I'm concerned that you will Cancelled Flight my flight out of BNA tomorrow am. Should I be?,negative
567741700597366784,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,neutral
568855468975759360,@united Thanks...seat made for a 6 year old and a broken TV. 20 flights/year...my last on your airline.,negative
567757851104641024,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,negative
568382290352590848,@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.,negative
569306302964506624,@united could really use your help getting our bags at IAD. We're headed to YOW but now going to YXU,neutral
568109963509415936,@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.,negative
570077011324096514,@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644,positive
570284840752427008,"@JetBlue can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw",negative
569936580883783680,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,negative
567812841081688064,@united stuck here in IAH waiting on flight 253 to Honolulu for 7 hours due to maintenance issues. Could we have gotten a new plane!?!? Fail,negative
569680231012773888,@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,negative
568672781979619328,"@jetblue Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward",neutral
569942888643227648,@united Did you find out where it is? Thanks,neutral
569259515398504449,"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it",negative
569558589628502016,@united so what's the solution?,negative
569905298481274880,"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra",negative
568011684067078144,@united why haven't you updated that flight 4411 is delayed? Super frustrating,negative
568249367590768640,@united any chance you could look into my problem from earlier?,neutral
569537042201194496,@USAirways with chocoLate Flight please... i m melting http://t.co/jJdoSFYIBM,neutral
569058014650433536,@united no. U guys suck. I'll never fly with u again. And ur supervisors suck too.,negative
569537388986421249,"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!",positive
569857331284078592,@JetBlue yeah I'm aware of that. Hence my original msg to you.,negative
568676407729131520,"@united still awaiting a reply from ur customer services?  18 days, no response? Lousy #unitedairlines",negative
569747706047934464,@united I wanna be ride United airline! I love airplane,positive
567831434838159360,@JetBlue will call. Thank you!,positive
570220966284025857,@SouthwestAir why is customer relations still not open....in Texas?!,negative
568045397408661504,@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight,neutral
567875922906456064,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E,neutral
570193307139239936,@AmericanAir That’s a rather clunky process. Whoever designed that clearly doesn’t understand e-mail 101.,negative
569907141596864514,@united thank you!,positive
568645576008400896,@united  they were empty upon takeoff. Why can't someone sit there?,negative
570138307767578625,"@AmericanAir I tried, EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no",negative
567741884140093440,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,negative
567794198095872001,@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting,positive
568787022472740864,@united screwing me over twice in one month. Learned my lesson. We are through.,negative
570301130888122368,@VirginAmerica plus you've added commercials to the experience... tacky.,positive
568760866088337409,@USAirways is the worst. 45 minute delay in Boston. Not weather reLate Flightd. Going to miss our connecting flight. Gassing up the plane issue.,negative
568469882922102785,@SouthwestAir is awful. They have lost my bag and aren't providing any info. This is day 3 and nothing. #WORSTAIRLINEEVER,negative
567801559788068864,@SouthwestAir When are you going to be flying in and out of Nashville? The Deicer is in. Are you short on planes and is it tomorrow morning?,neutral
568908748732760064,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,positive
569167514300784640,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer,negative
569646854402486272,@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour,negative
569872756302422017,@AmericanAir are you anticipating weather-reLate Flightd Cancelled Flightations for afternoon departures out of AUS today?,neutral
569378015429447680,@USAirways can you please train your mechanics? Teach them to bring the tools to fix the plane with them and not leave them in the hanger.,negative
568810866830913536,@united what do I do if something is missing from my checked baggage?,neutral
568478666868588545,@SouthwestAir #DestinationDragons @Imaginedragons I'm a HUGE FAN! I would love tix to your show!,positive
570302030742470658,@SouthwestAir once again on Glassdoor's Best Places To Work snagging # 15 overall #notsurprising #LUVthem,neutral
570037961020080129,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",negative
568228124263124992,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",positive
568711179318779904,@JetBlue ETA for flight 802 into Orlando this morning,neutral
569423132240556033,@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723,neutral
569848857498161154,"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot",positive
568802013196242944,@united couldn't have possibly messed up our trip anymore than they did. Thanks for being such a terrible airline. #disappointed,negative
569675774627848192,"@AmericanAir just when I thought you guys were done messing up, you make it worse. Your airline ruins hopes and dreams.",negative
569987277734207488,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",positive
568094681256497152,@JetBlue Third flight in a row for my wife with her TV not working...,negative
569957000752140290,@AmericanAir unacceptable. It's clear losing just one customer doesn't matter to American but how many more bankruptcies will it take,negative
568132935037132800,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,negative
569197350901714944,.@SouthwestAir received an error online and have been on hold for over 1.5 hours. Completely unacceptable.,negative
569586189776371712,@JetBlue thanks for replying-I feel a little better we'll see how it goes ☺️✈️,positive
569803188901031936,"@AmericanAir waited in the airport for two days to get home, not weather reLate Flightd. Dealt with horrible customer service. Finally switched to",negative
569571763744452608,"@JetBlue If that was the case, why did your alert arrive so Late Flight? Four-hour delay? Don't buy it.",negative
567778403755900928,@SouthwestAir @TomVH just get the RR credit card and get the points of family that way,neutral
568169732895051777,"@USAirways Thanks. Suggestion: stop the promo messages after a bit and just run music &amp; a msg that says ""call volume is high."" #vrm",neutral
567935142418780161,"@united 3 hrs searching for flts, find 1 on site &amp; can't book the $ offered bc 1 seg isn't really available. #lies #falseadvertising",negative
569238938042421249,@united ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes,negative
568127477555441664,@USAirways I have sent letter after letter and get back nothing but form letters and half baked reply's #usairwaysssuck,negative
570076827135246336,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.,negative
569535236884664320,@JetBlue how much longer to JFK open's I am a diabetic and I need sugar plane don't have nothing,negative
567818783616954369,@SouthwestAir can I get any kind of update on the delayed flight from Boston to Houston at 7:30? Really need to be back home tonight!,negative
568930740127326209,@USAirways I know some folks have to use your airlines but doesn't customer service ever matter? I really hate to complain but it's brutal!,negative
567777743665946624,@USAirways  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours,negative
569372837854756864,@USAirways @jtrexsocial 5 hours on hold ... Safe to say no one is working .,negative
569925190236442624,"But, are your flight attendants fucking tho? RT @JetBlue: Our fleet's on fleek. http://t.co/wGYzTnjCXm",negative
568080542345895937,"It's on me, @JetBlue! That's not what you said last night, though... :(",negative
569720168160428032,@AmericanAir can we get a status update on flight 1457? Are we going to make it home tonight...?,neutral
568094199586938880,@JetBlue what is a personal email that I can contact? I have a complaint that you should know about,negative
568153578453524480,@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.,neutral
567800930683609088,@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,negative
569342650068934657,"@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again.",negative
568356065428918272,@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot,neutral
568994622866915328,@USAirways I will write CR. Not sure what good it'll do as the customer service I experienced was horrible.,negative
568750153315676160,@USAirways on flight 1839 waiting for weight and balance info for the past 30 minutes!!!,negative
569907031693520896,@united Thanks for the update.,positive
567850465406394368,@USAirways I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?,negative
569298712247312384,@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,neutral
567936625453318144,"@united hi JH. Yes please. Since I lost almost a whole day on the way out, could you help me change my return for one day Late Flightr?",negative
570052879643381760,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest,positive
569974234908389376,"@AmericanAir thanks, I'll look forward to the response.",positive
569338605057015808,@USAirways And cherry on top-flight 880 was on runway after we landed ON TIME for 45 mins. Still didn't get half the luggage.,negative
568901823215448064,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",negative
567896872892899330,@USAirways I'm sick of living in an airport!! #getittogether,negative
569673764562010112,"@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!",negative
568085636592349184,@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united,negative
569330919020093442,"@united After all I have been through on this trip, can you get me on another airline home?",neutral
569924092280774656,Haha! @JetBlue: Our fleet's on fleek. http://t.co/KmaNLdQbh4”,negative
569892876642955264,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk",neutral
569911344658386944,"@AmericanAir Also, I have to wait more than 2 hours before I can speak to someone on the phone?  I can't wait 2 hours.  :(",negative
569872455377879040,@AmericanAir No worries. Don't blame you for weather.,neutral
567817476144242688,@JetBlue     Is it only $50 for my 2nd bag?  1st bag too full..,neutral
568832749093687296,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,positive
568789267180331008,"@USAirways yes, I was rebooked the next day (Weds). Thanks. Just upset that I lost 2 additional work days AND paid for my own hotel. #losing",negative
569637147067551746,@united now this http://t.co/uygeW2Nosr,negative
569645701291843584,@USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,negative
568598412544704512,@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!,neutral
568375354982842368,@united we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.,negative
568103931307405312,"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200",positive
568604830291222530,@SouthwestAir offering us absolutely nothing for our troubles either. Blames the @TSA,negative
567775456678912000,@united you are really trying me today.,negative
570060752926728192,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,negative
570280755252895745,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.",negative
568655789247762432,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP,negative
570269976042573824,@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on,negative
569098396914421763,@united it's been booked into first class with curbside delivery 24 hours from now. I'm counting on it! #TeamUSA,negative
569221210019487745,@united I will. Thanks.,positive
569353669738688512,@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou,negative
568411566233804802,@united I did not.  That's why I am VERY concerned.,neutral
570303889754488832,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,negative
568960570486976513,@united - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united,negative
569996141753802752,"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW",neutral
569635077623148545,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!",negative
568573661378174976,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",positive
569734821091487744,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL,negative
568758241745719297,@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/o5sifHp4RT,neutral
568671818262773760,@SouthwestAir Gracias... appreciate that!,positive
569864791323320320,@AmericanAir I do not need an apology. I need you to fix it in a competent manner.,negative
569675637365071872,@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl,neutral
569862827227402241,@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u,positive
569742305499828224,@AmericanAir Yes and without my bags. 2 first class tickets to Tahiti would be nice. Just saying,negative
569925111475793921,“@JetBlue: Our fleet's on fleek. http://t.co/PULp4i0w96” smh,neutral
568165058229997569,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?,negative
568460278662193152,@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...,negative
569659515706028033,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck,negative
569461469042966528,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,negative
568150150289461249,@VirginAmerica You should still develop an app - then you will be my favorite airline.,neutral
568484677868265473,@SouthwestAir Thanks I get that. It looks like all BWI-SJD services stops after Aug 7. Is that the case? I cant find one date with flights.,neutral
567692504397803520,@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i,negative
567849200295124992,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,neutral
569590013278756865,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever,positive
569600985007558656,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW,positive
570054257577041921,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,neutral
567830279809937408,@SouthwestAir flight yesterday Cancelled Flighted. Got to airport 4am today for an on time flight w was delayed Cancelled Flighted than reinstated which caused,negative
569035174328934401,@united @danahajek : United's CEO has decided to outsource and or push out more and more of their skilled and loyal employees..lack of staff,negative
568061117429231616,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags,negative
567804951288901634,"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",negative
570296273611448320,@USAirways I have two tight connections in #Charlotte and #Frankfurt,negative
568631189856264192,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",positive
569528694613671936,@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.,negative
569221337077587968,@SouthwestAir no thanks,neutral
568525567575744512,@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?,neutral
569703468736376832,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards",negative
568589551477886977,@united I'd rather have the truth about my flight than be forced to sit here all day. Trying to get home to this. http://t.co/U69fAfqhsF,negative
569677591055106048,@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,negative
569510808847196160,@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace,negative
568830614289252352,@united DM sent.,neutral
567866162865971201,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,negative
568769786890424320,@united worst airline ever. Thanks for the slew of rude agents and staff making my delayed flights even worse.,negative
569715656632999936,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,negative
568492898553102337,@united how do you log out of wifi in flight? Don't see any option and made typo when logging in. HELP!!,negative
568834558268973056,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",positive
567827860280324096,@united can you not see the thread?,negative
569305705750114305,"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd",negative
569922305423495168,@AmericanAir My flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email,negative
567776148864913408,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup,negative
570193464467570688,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr",negative
568471761051721728,"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral
568548629432004609,@USAirways I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat,positive
568607402645454848,@united @dmb41shows I need this plane to get to buffalo so I can leave tonight. Any progress?,negative
568068214325784576,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,positive
570123136542224384,@AmericanAir will do. I also passed the website around to other passengers.,neutral
569379726562869248,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,negative
569504232971362304,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",neutral
569568357030232066,@JetBlue #1691 out of JFK. no one has info &amp; no answers as to why we boarded the plane. the team is in an awkward spot &amp; everyone is cranky,negative
568444359391252480,"@JetBlue dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying.",negative
569001941533003776,@southwestair Grand total from landing to getting bag: one hour. That's very sad.,negative
568056741885288448,"@SouthwestAir Therefore, since I've received no recourse through phone I have submitted an email complaint &amp; a letter via mail will follow.",negative
568447937929289729,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting,negative
569894963665707010,@AmericanAir @cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help,negative
570019459244691456,@USAirways i have been patient.. especially the first time. i will never fly with you again,negative
570277418642120704,@united When will email address/username sign-on be available? It's been a while.,negative
568454157478326272,@USAirways How about moving my seats to where I bought them 4 months ago? This happens far too often...,negative
568873730182504448,@united thank you.. Appreciate the response,positive
569934460617039872,"@AmericanAir @MattThomasNews When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!",neutral
569611065820110848,"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",negative
567797906977083392,@USAirways I'm traveling around the world until the end of the year. 800 numbers do me no good.,negative
569958301443739650,@USAirways Don't blame it on weather. Rep at counter cost me entire day - not weather.  Printed Boarding Pass too Late Flight. #TakeResponsibility,negative
569603039750852608,@JetBlue does not fit in 140,negative
569903058299199488,@AmericanAir the flight I'm trying to change is in 4 hours and I've been trying to reach an agent for 72 now. THIS IS UNBELIEVABLE.,negative
569989321698074624,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,neutral
568787999036583936,@united I'm sure you will offer me nothing for the inconvenience you have put me through TWICE this month. Tweets don't cut it,negative
569666892882952192,@JetBlue thanks but still annoying. Especially if I miss my flight. 😉 Can I tweet at the TSA??,negative
569258100324048900,@united call wait times are over 20 minutes and airport wait times are longer,negative
569407352299847680,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,negative
568180928746369027,"@SouthwestAir @LeeAnnHealey I was all, yeah sale fares! I got places to fly! Oh damn, right, I live where SWA doesn't fly. #why",negative
570261359377698817,@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly,neutral
569323082701275138,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,negative
570000520083075072,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,negative
